subject,catalog_num,title_units,description
SOC_POL,333-0,"SOC_POL 333-0 Economics of Health, Human Capital, and Happiness (1 Unit)","Understanding causal relationships is a central goal in social science and science in general. It is not sufficient to observe what is happening, we need to know why it is happening. In this course students will learn the toolbox of causal inference econometrics with applications to the economics of health, human capital, and subjective wellbeing. The empirical methods we will cover include multivariate regressions, panel data, difference-indifference designs, instrumental variables, randomized control trials, and regression discontinuities. Health, human capital, and subjective wellbeing (“happiness”) are core dimensions of social welfare and inequality in our society. To develop effective social policies, however, it is crucial to understand the causal mechanisms driving these factors. ECON 202-0 (Intro to Microeconomics) or equivalent and a 200-level statistics class ( SESP 210-0 , STAT 202-0 , STAT 210-0 and PSYCH 201-0 are all suitable)."
SOC_POL,334-0,SOC_POL 334-0 Quantitative Tools for Policy Analysis (1 Unit),Hands on analysis of the real time challenges facing a range of policy areas and industries across federal and state governments and the private sector. Formal Studies Distro Area
SOC_POL,335-0,SOC_POL 335-0 Women and American Political Leadership (1 Unit),"With women comprising 51% of the American population, yet having significantly lower political representation, we will explore the evolution of women’s political leadership in our nation."
SOC_POL,351-0,SOC_POL 351-0 Special Topics in Social Policy (1 Unit),"Advanced work on special topics. © 2022-2023 Northwestern University Campus Emergency Information Careers Contact Northwestern University Disclaimer Report an Accessibility Issue University Policies Contact Information Office of the Registrar address 633 Clark Street Evanston, IL 60208-1118 Evanston phone number (847) 491-5234 Fax (847) 491-8458 Email Northwestern Registrar's Office nu-registrar@northwestern.edu Social Media Facebook Twitter Instagram YouTube RSS Additional Links Bookstore Directory Library Maps Media Relations Parking Shuttles Student Complaint Procedure Back to Top Print Options Send Page to Printer Print this page. Download Page (PDF) The PDF will include all information unique to this page. Undergraduate Catalog 2024-2025 PDF of the 2024-2025 Undergraduate Catalog. Cancel"
SOCIOL,101-7,SOCIOL 101-7 College Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and introducing skills necessary to thriving at Northwestern. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
SOCIOL,101-8,SOCIOL 101-8 First-Year Writing Seminar (1 Unit),"Small, writing and discussion-oriented course exploring a specific topic or theme, and focused on the fundamentals of effective, college-level written communication. Not eligible to be applied towards a WCAS major or minor except where specifically indicated."
SOCIOL,110-0,SOCIOL 110-0 Introduction to Sociology (1 Unit),"Broad overview of a wide range of social issues and ways of sociological thinking. Characteristics of group life. Interrelations of society, culture, and personality; major social institutions and processes. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL,201-0,"SOCIOL 201-0 Social Inequality: Race, Class, and Power (1 Unit)","Origins and functions of stratification. Class, prestige, and esteem. Interaction of racial and cultural groups. Inequality in workplaces, neighborhoods, schools, families, media, and other settings. Social  Behavioral Sciences Distro Area"
SOCIOL,202-0,SOCIOL 202-0 Social Problems (1 Unit),"Emergence of social problems. How the media, politicians, lawmakers, and others define social issues. How lives and self-images are shaped when people are connected to a social problem. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL,206-0,SOCIOL 206-0 Law and Society (1 Unit),"Introduction to the role of law in American society and the influence of society on law. Courts, the legal profession, law enforcement, inequality, and social change. Taught with LEGAL_ST 206-0 ; may not receive credit for both courses. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL,207-0,SOCIOL 207-0 Cities in Society (1 Unit),"Introduction to issues of cities and metropolitan areas, including spatial, economic, and political trends; private and public decision making; class, race, and gender; and possible solutions to inequalities and planning challenges. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL,208-0,SOCIOL 208-0 Race and Society (1 Unit),"Critical analysis of the biological myth and social reality of race; factors responsible for persistent racial inequality in the United States; social and political implications of race. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL,210-0,SOCIOL 210-0 Families and Societies (1 Unit),"Changes, continuities, and variations in family life in industrialized countries over the past century. Key concepts in sociology and the study of families. Explanations for changes and implications for inequality. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL,211-0,SOCIOL 211-0 Food and Society: An Introduction (1 Unit),"Overview of past and present food systems from a sociological perspective, examining the roles of culture, government policy, and social movements in shaping such systems and future alternatives. ENVR_POL 211-0 and SOCIOL 211-0 are taught together; may not receive credit for both courses. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL,212-0,SOCIOL 212-0 Environment and Society (1 Unit),"Key environmental problems, such as climate change and oil spills; how they are shaped by the market, government regulations, and social movements; possible solutions. SOCIOL 212-0 and ENVR_POL 212-0 are taught together; may not receive credit for both courses. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL,215-0,SOCIOL 215-0 Economy and Society (1 Unit),"Introduction to sociological approaches to economic life. Topics include property rights, illegal markets, money, economic inequalities, direct sales, and boycotts. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl"
SOCIOL,216-0,SOCIOL 216-0 Gender and Society (1 Unit),"How our society creates ideas of what gender and gender-appropriate behaviors are. How these ideas are linked to sexuality and relationships, and how they become part of political conflict. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL,218-0,SOCIOL 218-0 Education and Inequality: Focus on Chicago (1 Unit),"Causes and consequences of educational inequality. History, educational outcomes, and recent reform efforts of Chicago Public Schools. Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL,220-0,"SOCIOL 220-0 Health, Biomedicine, Culture, and Society (1 Unit)","Provides a broad introduction to controversies surrounding health and biomedicine by analyzing culture, politics, values, and social institutions. Taught with HUM 220-0 ; may not receive credit for both courses. Ethics  Values Distro Area Interdisciplinary Distro - See Rules Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
SOCIOL,223-0,SOCIOL 223-0 Masculinities and Society (1 Unit),"Introduction to the foundational theory and research in the field of masculinities studies. How is masculinity constructed through interactions with institutions, individuals, and social structure? Social  Behavioral Sciences Distro Area Social and Behavioral Science Foundational Discipl U.S. Perspectives on Power, Justice, and Equity"
